categoryid,parentid,categoryname,categoryorder,categoryvisible,alternateurl,lastmodified,category_displaymode,subcategory_displaymode1,display_columns,display_rows,display_showlistprice,display_showyousave,display_showdescriptionshort,display_showavailability,display_featuredproductsonly,rootid,metatag_title,metatag_description,default_sortby,link_title_tag,category_graphic_placement,filtercategory,categorydescriptionshort,categorydescription,metatag_keywords,categorydescription_belowproducts,custom_where_clause,hidden,breadcrumb,photoseed,subcategory_displaymode1_responsive,subcategory_displaycolumns_responsive
508,259,Caparros Corporation,,1,,6/29/2016 16:10,,,,,,,,,,7,,,,,,N,,,,,ProductDescriptionShort = 'Womens' and ProductManufacturer='Caparros Corporation',N,ALL WOMEN'S SHOES > Brands,,,3
509,258,Robert Wayne,,,,6/29/2016 16:12,,,,,,,,,,1,,,,,,N,,,,,ProductDescriptionShort = 'Mens' and ProductManufacturer='Robert Wayne',N,ALL MEN'S SHOES > Brands,,,3
510,492,Hunter Boots,,,,6/29/2016 16:15,,,,,,,,,,73,,,,,,N,,,,,ProductDescriptionShort = 'Accessories' and ProductManufacturer='Hunter Boots',N,ACCESSORIES > Brands,,,3
511,492,UGG,,,,6/29/2016 16:24,,,,,,,,,,73,,,,,,N,,,,,ProductDescriptionShort = 'Accessories' and ProductManufacturer='UGG',N,ACCESSORIES > Brands,,,3
512,492,Chelsea Taylor,,,,7/5/2016 11:53,,,,,,,,,,73,,,,,,N,,,,,ProductDescriptionShort = 'Accessories' and ProductManufacturer='Chelsea Taylor',N,ACCESSORIES > Brands,,,3
513,442,Rings,,,,7/1/2016 15:01,,,,,,,,,,73,,,,,,N,,,,,,N,ACCESSORIES > Jewelry,,,3
514,259,Walking Cradle,,1,,7/6/2016 13:16,,,,,,,,,,7,,,,,,N,,,,,ProductDescriptionShort = 'Womens' and ProductManufacturer = 'The Walking Cradle Co.',N,ALL WOMEN'S SHOES > Brands,,,3
515,259,Not Rated,,,,7/22/2016 14:21,,,,,,,,,,7,,,,,,N,,,,,ProductDescriptionShort = 'Womens' and ProductManufacturer = 'Not Rated',N,ALL WOMEN'S SHOES > Brands,,,3
516,259,Drew Shoe Corp,,,,8/19/2016 14:35,,,,,,,,,,7,,,,,,N,,,,,ProductDescriptionShort = 'Womens' and ProductManufacturer = 'Drew Shoe Corp',N,ALL WOMEN'S SHOES > Brands,,,3
517,259,Rockport,,,,10/5/2016 15:05,,,,,,,,,,7,,,,Rockport,,N,,,,,ProductDescriptionShort = 'Womens' and ProductManufacturer = 'Rockport',N,ALL WOMEN'S SHOES > Brands,,,3
518,259,Tempur-Pedic,,,,9/22/2016 13:54,,,,,,,,,,7,,,,Tempur-Pedic,,N,,,,,ProductDescriptionShort = 'Womens' and ProductManufacturer = 'Tempur-Pedic',N,ALL WOMEN'S SHOES > Brands,,,3
519,0,Search by Size,2,1,https://www.reyers.com/Articles.asp?ID=243,9/27/2016 14:23,,,,,,,,,,519,,,,,,N,,,,,,N,,,,3
520,2,Dress Boot,1,,,10/24/2016 10:33,,,,,,,,,,1,,,Newest,,,N,,,,,,N,ALL MEN'S SHOES > Boots,,,3
521,2,Waterproof Boot,1,,,10/24/2016 10:34,,,,,,,,,,1,,,Newest,,,N,,,,,,N,ALL MEN'S SHOES > Boots,,,3
522,2,Fur Lined,1,,,10/24/2016 10:33,,,,,,,,,,1,,,Newest,,,N,,,,,,N,ALL MEN'S SHOES > Boots,,,3
523,13,Hiking,1,,,10/25/2016 8:07,,,,,,,,,,7,,,,,,,,,,,,,ALL WOMEN'S SHOES > Boots,,,3
524,259,Laforst,,,,11/14/2016 12:26,,,,,,,,,,7,,,,,,N,,,,,ProductDescriptionShort = 'Womens' and ProductManufacturer = 'Laforst',N,ALL WOMEN'S SHOES > Brands,,,3
525,0,Slipper Sale,,,,11/14/2016 10:47,,,,,,,,,,525,,,,,,N,,,,,,N,,,,3
527,259,Hypard Trading Corp,,,,11/15/2016 12:38,,,,,,,,,,7,,,,,,N,,,,,ProductDescriptionShort = 'Womens' and ProductManufacturer = 'Hypard Trading Corp.',N,ALL WOMEN'S SHOES > Brands,,,3
